id,gender,age,income,marital,education,min_offer
12816,M,55,80000.0,married,tertiary education,81
12817,M,31,51000.0,single,tertiary education,82
12818,F,65,64000.0,divorced,tertiary education,251
12819,M,25,37000.0,married,tertiary education,39
12820,F,62,117000.0,married,tertiary education,69
12821,F,69,56000.0,married,tertiary education,33
12822,M,60,32000.0,married,tertiary education,29
12823,F,53,55000.0,married,tertiary education,17
12824,F,57,85000.0,single,upper secondary and post-secondary non-tertiary,96
12825,F,95,110000.0,married,upper secondary and post-secondary non-tertiary,102
12826,M,43,34000.0,single,upper secondary and post-secondary non-tertiary,15
12827,F,32,35000.0,married,tertiary education,8
12828,F,67,87000.0,married,tertiary education,93
12829,M,48,58000.0,married,tertiary education,23
12830,M,66,119000.0,married,upper secondary and post-secondary non-tertiary,0
12831,M,53,113000.0,married,tertiary education,52
12832,F,40,53000.0,married,tertiary education,47
12833,F,52,67000.0,married,tertiary education,0
12834,M,55,66000.0,divorced,tertiary education,124
12835,F,28,57000.0,single,upper secondary and post-secondary non-tertiary,102
12836,M,85,81000.0,married,tertiary education,145
12837,F,56,48000.0,single,below upper secondary,56
12838,F,64,73000.0,married,tertiary education,132
12839,F,39,93000.0,married,tertiary education,63
12840,M,61,38000.0,single,upper secondary and post-secondary non-tertiary,0
12841,F,49,72000.0,married,upper secondary and post-secondary non-tertiary,134
12842,M,78,93000.0,married,upper secondary and post-secondary non-tertiary,190
12843,M,28,53000.0,single,upper secondary and post-secondary non-tertiary,0
12844,M,67,69000.0,married,upper secondary and post-secondary non-tertiary,46
12845,F,63,107000.0,divorced,tertiary education,117
12846,M,52,62000.0,divorced,tertiary education,162
12847,M,61,68000.0,married,upper secondary and post-secondary non-tertiary,136
12848,F,71,116000.0,widowed,tertiary education,204
12849,M,25,73000.0,single,tertiary education,22
12850,F,54,74000.0,single,upper secondary and post-secondary non-tertiary,71
12851,M,67,65000.0,married,tertiary education,53
12852,M,46,69000.0,married,tertiary education,27
12853,F,68,53000.0,married,tertiary education,18
12854,M,27,45000.0,single,upper secondary and post-secondary non-tertiary,128
12855,M,41,62000.0,divorced,tertiary education,43
12856,F,50,71000.0,married,upper secondary and post-secondary non-tertiary,126
12857,F,61,57000.0,married,tertiary education,75
12858,M,82,76000.0,married,tertiary education,79
12859,F,63,53000.0,married,upper secondary and post-secondary non-tertiary,3
12860,M,68,64000.0,single,upper secondary and post-secondary non-tertiary,141
12861,M,19,39000.0,married,tertiary education,32
12862,M,59,70000.0,married,upper secondary and post-secondary non-tertiary,116
12863,M,45,65000.0,divorced,tertiary education,140
12864,M,71,62000.0,single,below upper secondary,32
12865,F,53,93000.0,married,upper secondary and post-secondary non-tertiary,181
12866,F,58,100000.0,married,tertiary education,134
12867,F,61,77000.0,married,tertiary education,125
12868,M,33,45000.0,married,tertiary education,82
12869,F,75,103000.0,married,tertiary education,451
12870,M,42,74000.0,married,upper secondary and post-secondary non-tertiary,32
12871,M,64,38000.0,married,tertiary education,0
12872,M,36,66000.0,single,upper secondary and post-secondary non-tertiary,149
12873,M,61,49000.0,married,tertiary education,40
12874,F,42,62000.0,married,tertiary education,97
12875,M,51,35000.0,divorced,tertiary education,0
12876,M,52,63000.0,single,upper secondary and post-secondary non-tertiary,233
12877,M,51,65000.0,divorced,tertiary education,145
12878,M,55,58000.0,separated,tertiary education,175
12879,M,30,58000.0,married,tertiary education,0
12880,F,68,119000.0,married,tertiary education,0
12881,F,37,61000.0,single,upper secondary and post-secondary non-tertiary,166
12882,M,41,63000.0,married,tertiary education,0
12883,F,59,95000.0,divorced,tertiary education,132
12884,M,40,45000.0,separated,tertiary education,76
12885,M,59,34000.0,single,below upper secondary,5
12886,F,40,72000.0,married,tertiary education,65
12887,F,47,48000.0,married,upper secondary and post-secondary non-tertiary,126
12888,M,54,96000.0,married,tertiary education,36
12889,M,75,80000.0,married,upper secondary and post-secondary non-tertiary,153
12890,M,54,59000.0,married,tertiary education,180
12891,F,54,72000.0,married,tertiary education,131
12892,F,55,74000.0,married,tertiary education,110
12893,F,76,65000.0,married,upper secondary and post-secondary non-tertiary,121
12894,M,71,31000.0,divorced,tertiary education,22
12895,M,49,68000.0,single,upper secondary and post-secondary non-tertiary,123
12896,M,42,85000.0,married,upper secondary and post-secondary non-tertiary,53
12897,F,59,77000.0,single,below upper secondary,114
12898,F,52,58000.0,divorced,tertiary education,154
12899,M,26,62000.0,married,tertiary education,85
12900,M,61,59000.0,married,upper secondary and post-secondary non-tertiary,0
12901,M,18,49000.0,married,tertiary education,145
12902,M,41,84000.0,married,tertiary education,79
12903,M,68,100000.0,divorced,tertiary education,84
12904,F,65,63000.0,married,upper secondary and post-secondary non-tertiary,19
12905,M,71,78000.0,married,upper secondary and post-secondary non-tertiary,0
12906,F,60,79000.0,married,tertiary education,108
12907,M,18,41000.0,married,upper secondary and post-secondary non-tertiary,14
12908,M,44,36000.0,single,upper secondary and post-secondary non-tertiary,13
12909,F,76,46000.0,married,tertiary education,0
12910,M,54,95000.0,married,upper secondary and post-secondary non-tertiary,90
12911,M,52,75000.0,single,upper secondary and post-secondary non-tertiary,1
12912,M,47,89000.0,married,tertiary education,178
12913,F,33,64000.0,single,upper secondary and post-secondary non-tertiary,39
12914,M,74,41000.0,separated,tertiary education,94
12915,F,66,81000.0,married,tertiary education,0
12916,M,65,31000.0,single,upper secondary and post-secondary non-tertiary,6
12917,F,61,94000.0,married,upper secondary and post-secondary non-tertiary,85
12918,F,96,103000.0,single,upper secondary and post-secondary non-tertiary,88
12919,M,48,41000.0,single,upper secondary and post-secondary non-tertiary,0
12920,M,67,80000.0,divorced,tertiary education,185
12921,M,51,85000.0,married,tertiary education,38
12922,M,59,40000.0,married,upper secondary and post-secondary non-tertiary,0
12923,F,80,47000.0,single,below upper secondary,27
12924,F,21,36000.0,single,tertiary education,80
12925,M,51,73000.0,married,tertiary education,0
12926,F,52,91000.0,married,upper secondary and post-secondary non-tertiary,196
12927,M,28,32000.0,single,upper secondary and post-secondary non-tertiary,42
12928,F,60,75000.0,single,upper secondary and post-secondary non-tertiary,63
12929,M,67,36000.0,single,upper secondary and post-secondary non-tertiary,24
12930,M,73,90000.0,single,upper secondary and post-secondary non-tertiary,138
12931,M,18,55000.0,married,tertiary education,85
12932,M,52,56000.0,married,tertiary education,101
12933,M,68,37000.0,divorced,tertiary education,0
12934,F,55,67000.0,married,upper secondary and post-secondary non-tertiary,50
12935,F,69,41000.0,divorced,tertiary education,59
12936,F,22,42000.0,single,tertiary education,89
12937,M,60,32000.0,married,upper secondary and post-secondary non-tertiary,81
12938,M,66,79000.0,married,upper secondary and post-secondary non-tertiary,80
12939,M,38,34000.0,married,tertiary education,139
12940,F,55,48000.0,married,tertiary education,18
12941,F,65,81000.0,married,tertiary education,133
12942,M,55,85000.0,married,tertiary education,115
12943,M,59,44000.0,divorced,tertiary education,19
12944,O,43,100000.0,married,upper secondary and post-secondary non-tertiary,236
12945,F,56,74000.0,married,tertiary education,137
12946,M,57,63000.0,married,upper secondary and post-secondary non-tertiary,200
12947,M,43,45000.0,married,tertiary education,0
12948,M,58,67000.0,married,upper secondary and post-secondary non-tertiary,57
12949,F,78,81000.0,married,upper secondary and post-secondary non-tertiary,63
12950,F,65,80000.0,divorced,tertiary education,107
12951,M,77,97000.0,single,upper secondary and post-secondary non-tertiary,268
12952,M,66,62000.0,single,below upper secondary,75
12953,F,36,36000.0,single,upper secondary and post-secondary non-tertiary,32
12954,F,23,44000.0,single,tertiary education,13
12955,F,67,88000.0,married,upper secondary and post-secondary non-tertiary,0
12956,F,87,89000.0,married,tertiary education,0
12957,M,56,65000.0,married,upper secondary and post-secondary non-tertiary,152
12958,M,21,39000.0,single,tertiary education,84
12959,F,63,115000.0,married,tertiary education,126
12960,M,44,53000.0,married,tertiary education,0
12961,F,69,94000.0,married,upper secondary and post-secondary non-tertiary,146
12962,M,48,49000.0,married,tertiary education,0
12963,M,59,33000.0,married,tertiary education,55
12964,F,67,68000.0,married,upper secondary and post-secondary non-tertiary,147
12965,M,18,73000.0,divorced,tertiary education,81
12966,F,35,33000.0,married,tertiary education,66
12967,F,71,32000.0,married,upper secondary and post-secondary non-tertiary,0
12968,F,38,75000.0,married,tertiary education,0
12969,F,101,56000.0,married,tertiary education,9
12970,M,56,91000.0,single,below upper secondary,32
12971,F,52,41000.0,married,tertiary education,38
12972,M,53,64000.0,single,upper secondary and post-secondary non-tertiary,189
12973,M,66,71000.0,married,tertiary education,49
12974,M,77,49000.0,married,tertiary education,0
12975,F,86,70000.0,divorced,tertiary education,40
12976,F,84,67000.0,married,tertiary education,53
12977,M,23,57000.0,single,tertiary education,58
12978,F,31,31000.0,single,tertiary education,53
12979,F,93,115000.0,divorced,tertiary education,92
12980,M,79,91000.0,married,tertiary education,92
12981,M,29,47000.0,single,tertiary education,17
12982,F,71,81000.0,married,tertiary education,0
12983,M,64,45000.0,married,upper secondary and post-secondary non-tertiary,46
12984,F,22,61000.0,single,tertiary education,49
12985,F,72,75000.0,single,upper secondary and post-secondary non-tertiary,9
12986,M,39,40000.0,married,tertiary education,0
12987,F,50,69000.0,divorced,tertiary education,256
12988,M,54,62000.0,single,upper secondary and post-secondary non-tertiary,115
12989,M,93,45000.0,married,tertiary education,46
12990,M,60,54000.0,single,upper secondary and post-secondary non-tertiary,31
12991,F,51,64000.0,married,tertiary education,172
12992,M,53,74000.0,single,upper secondary and post-secondary non-tertiary,0
12993,M,47,70000.0,single,below upper secondary,76
12994,M,64,51000.0,single,upper secondary and post-secondary non-tertiary,43
12995,F,27,73000.0,married,tertiary education,58
12996,F,74,79000.0,married,upper secondary and post-secondary non-tertiary,9
12997,F,50,86000.0,married,tertiary education,98
12998,F,55,87000.0,married,upper secondary and post-secondary non-tertiary,77
12999,M,60,80000.0,married,tertiary education,0
13000,F,20,53000.0,single,upper secondary and post-secondary non-tertiary,18
13001,M,85,72000.0,married,tertiary education,0
13002,F,21,74000.0,married,tertiary education,174
13003,F,53,52000.0,divorced,tertiary education,62
13004,M,82,47000.0,married,upper secondary and post-secondary non-tertiary,94
13005,M,19,50000.0,married,tertiary education,31
13006,M,36,51000.0,single,upper secondary and post-secondary non-tertiary,103
13007,F,64,60000.0,married,upper secondary and post-secondary non-tertiary,106
13008,F,75,32000.0,widowed,tertiary education,0
13009,M,50,46000.0,single,upper secondary and post-secondary non-tertiary,68
13010,F,59,33000.0,married,tertiary education,49
13011,M,64,58000.0,married,tertiary education,15
13012,F,28,65000.0,single,tertiary education,103
13013,M,20,30000.0,single,tertiary education,1
13014,F,62,67000.0,married,tertiary education,91
13015,F,66,60000.0,widowed,tertiary education,71
13016,F,53,92000.0,separated,tertiary education,281
13017,M,65,73000.0,married,tertiary education,206
13018,M,74,114000.0,married,upper secondary and post-secondary non-tertiary,38
13019,M,75,84000.0,single,upper secondary and post-secondary non-tertiary,166
13020,F,55,61000.0,married,tertiary education,173
13021,M,38,60000.0,married,tertiary education,0
13022,M,50,51000.0,married,upper secondary and post-secondary non-tertiary,49
13023,M,39,53000.0,single,upper secondary and post-secondary non-tertiary,14
13024,M,38,53000.0,single,upper secondary and post-secondary non-tertiary,24
13025,M,58,54000.0,widowed,tertiary education,40
13026,M,18,40000.0,single,upper secondary and post-secondary non-tertiary,76
13027,F,60,109000.0,married,upper secondary and post-secondary non-tertiary,229
13028,F,38,52000.0,single,upper secondary and post-secondary non-tertiary,124
13029,F,54,88000.0,divorced,tertiary education,46
13030,F,70,58000.0,married,tertiary education,103
13031,M,23,40000.0,single,tertiary education,28
13032,F,42,43000.0,divorced,tertiary education,58
13033,M,20,64000.0,single,tertiary education,0
13034,F,86,67000.0,married,tertiary education,89
13035,M,59,98000.0,separated,tertiary education,56
13036,M,81,42000.0,single,upper secondary and post-secondary non-tertiary,97
13037,M,63,99000.0,married,upper secondary and post-secondary non-tertiary,216
13038,M,63,79000.0,married,tertiary education,148
13039,F,55,118000.0,divorced,tertiary education,158
13040,M,28,46000.0,single,upper secondary and post-secondary non-tertiary,64
13041,M,63,48000.0,married,upper secondary and post-secondary non-tertiary,22
13042,M,37,49000.0,single,upper secondary and post-secondary non-tertiary,111
13043,M,78,58000.0,single,upper secondary and post-secondary non-tertiary,130
13044,F,83,95000.0,married,upper secondary and post-secondary non-tertiary,72
13045,M,42,59000.0,single,upper secondary and post-secondary non-tertiary,101
13046,F,87,72000.0,divorced,tertiary education,21
13047,F,37,63000.0,single,below upper secondary,130
13048,F,65,113000.0,married,upper secondary and post-secondary non-tertiary,227
13049,F,79,88000.0,married,tertiary education,64
13050,M,37,57000.0,married,tertiary education,195
13051,M,69,111000.0,married,tertiary education,90
13052,M,23,35000.0,single,tertiary education,0
13053,M,50,42000.0,married,tertiary education,106
13054,F,34,34000.0,married,tertiary education,43
13055,F,74,64000.0,married,tertiary education,134
13056,M,56,39000.0,married,tertiary education,80
13057,F,62,35000.0,single,upper secondary and post-secondary non-tertiary,68
13058,M,53,77000.0,divorced,tertiary education,0
13059,F,65,97000.0,married,upper secondary and post-secondary non-tertiary,60
13060,M,67,39000.0,separated,tertiary education,1
13061,M,36,52000.0,single,below upper secondary,137
13062,M,47,32000.0,single,below upper secondary,11
13063,F,79,46000.0,divorced,tertiary education,133
13064,F,40,50000.0,married,tertiary education,87
13065,M,74,52000.0,married,upper secondary and post-secondary non-tertiary,0
13066,M,64,59000.0,married,upper secondary and post-secondary non-tertiary,72
13067,F,61,99000.0,divorced,tertiary education,59
13068,F,19,58000.0,widowed,tertiary education,38
13069,F,68,67000.0,single,upper secondary and post-secondary non-tertiary,94
13070,M,51,66000.0,married,upper secondary and post-secondary non-tertiary,35
13071,M,47,51000.0,single,below upper secondary,0
13072,M,73,32000.0,divorced,tertiary education,54
13073,M,58,48000.0,married,tertiary education,36
13074,M,57,67000.0,separated,tertiary education,0
13075,M,67,30000.0,married,tertiary education,76
13076,M,54,46000.0,single,upper secondary and post-secondary non-tertiary,37
13077,M,53,58000.0,married,upper secondary and post-secondary non-tertiary,30
13078,O,85,65000.0,single,upper secondary and post-secondary non-tertiary,87
13079,F,50,97000.0,married,upper secondary and post-secondary non-tertiary,31
13080,F,51,72000.0,divorced,tertiary education,123
13081,F,40,71000.0,single,upper secondary and post-secondary non-tertiary,53
13082,F,52,55000.0,married,tertiary education,0
13083,M,52,80000.0,married,tertiary education,0
13084,M,39,35000.0,married,tertiary education,22
13085,M,62,43000.0,married,tertiary education,24
13086,M,55,39000.0,married,upper secondary and post-secondary non-tertiary,70
13087,M,44,70000.0,single,upper secondary and post-secondary non-tertiary,82
13088,F,52,73000.0,married,tertiary education,130
13089,M,45,54000.0,divorced,tertiary education,39
13090,F,77,56000.0,married,tertiary education,131
13091,F,50,118000.0,married,tertiary education,138
13092,F,64,103000.0,single,below upper secondary,148
13093,M,46,48000.0,married,tertiary education,7
13094,M,40,41000.0,married,tertiary education,59
13095,F,76,76000.0,married,upper secondary and post-secondary non-tertiary,0
13096,F,47,70000.0,married,tertiary education,45
13097,F,89,76000.0,divorced,tertiary education,11
13098,F,63,74000.0,married,tertiary education,191
13099,M,51,70000.0,married,upper secondary and post-secondary non-tertiary,48
13100,M,85,63000.0,married,tertiary education,78
13101,M,67,59000.0,married,tertiary education,103
13102,M,63,91000.0,married,upper secondary and post-secondary non-tertiary,38
13103,M,30,34000.0,single,upper secondary and post-secondary non-tertiary,0
13104,M,60,31000.0,married,tertiary education,63
13105,M,61,72000.0,divorced,tertiary education,0
13106,F,73,62000.0,married,tertiary education,137
13107,M,30,61000.0,single,upper secondary and post-secondary non-tertiary,93
13108,M,56,50000.0,married,tertiary education,22
13109,M,27,61000.0,married,tertiary education,30
13110,M,58,67000.0,single,upper secondary and post-secondary non-tertiary,9
13111,F,54,39000.0,married,tertiary education,40
13112,F,53,42000.0,married,tertiary education,17
13113,M,89,56000.0,married,tertiary education,90
13114,F,56,98000.0,married,tertiary education,129
13115,M,72,68000.0,separated,tertiary education,13
13116,M,74,39000.0,single,below upper secondary,13
13117,M,52,72000.0,married,tertiary education,5
13118,M,44,37000.0,married,upper secondary and post-secondary non-tertiary,56
13119,F,57,71000.0,widowed,tertiary education,262
13120,F,27,65000.0,single,upper secondary and post-secondary non-tertiary,71
13121,F,45,78000.0,single,below upper secondary,118
13122,M,76,85000.0,single,upper secondary and post-secondary non-tertiary,56
13123,M,59,53000.0,married,tertiary education,0
13124,M,53,89000.0,single,below upper secondary,0
13125,M,55,71000.0,married,upper secondary and post-secondary non-tertiary,0
13126,M,56,102000.0,divorced,tertiary education,192
13127,F,59,52000.0,married,upper secondary and post-secondary non-tertiary,95
13128,F,59,48000.0,married,upper secondary and post-secondary non-tertiary,73
13129,F,92,35000.0,married,tertiary education,3
13130,M,50,38000.0,married,upper secondary and post-secondary non-tertiary,11
13131,F,52,94000.0,married,tertiary education,178
13132,M,67,52000.0,single,upper secondary and post-secondary non-tertiary,111
13133,F,78,113000.0,married,tertiary education,145
13134,F,66,76000.0,married,upper secondary and post-secondary non-tertiary,125
13135,M,29,62000.0,single,below upper secondary,158
13136,F,77,72000.0,single,below upper secondary,139
13137,F,64,61000.0,divorced,tertiary education,164
13138,M,48,30000.0,single,upper secondary and post-secondary non-tertiary,22
13139,O,20,58000.0,single,below upper secondary,29
13140,M,33,31000.0,single,upper secondary and post-secondary non-tertiary,65
13141,M,63,56000.0,married,upper secondary and post-secondary non-tertiary,53
13142,M,50,73000.0,married,upper secondary and post-secondary non-tertiary,53
13143,F,61,76000.0,married,upper secondary and post-secondary non-tertiary,253
13144,M,33,54000.0,married,tertiary education,61
13145,M,78,98000.0,married,tertiary education,0
13146,M,66,51000.0,separated,tertiary education,32
13147,M,49,51000.0,divorced,tertiary education,0
13148,M,24,42000.0,single,upper secondary and post-secondary non-tertiary,0
13149,F,72,54000.0,married,tertiary education,36
13150,M,78,61000.0,married,tertiary education,48
13151,F,57,45000.0,single,upper secondary and post-secondary non-tertiary,72
13152,M,81,63000.0,married,upper secondary and post-secondary non-tertiary,156
13153,F,56,58000.0,married,tertiary education,22
13154,M,69,71000.0,married,tertiary education,0
13155,M,70,60000.0,married,tertiary education,85
13156,M,54,35000.0,married,upper secondary and post-secondary non-tertiary,0
13157,F,44,86000.0,married,tertiary education,65
13158,M,73,46000.0,married,tertiary education,12
13159,M,83,94000.0,married,tertiary education,78
13160,M,62,88000.0,married,tertiary education,50
13161,F,21,72000.0,single,tertiary education,72
13162,M,80,61000.0,divorced,tertiary education,89
13163,M,86,93000.0,single,upper secondary and post-secondary non-tertiary,0
13164,M,54,83000.0,married,tertiary education,0
13165,F,60,110000.0,married,tertiary education,144
13166,F,71,32000.0,separated,tertiary education,47
13167,M,52,34000.0,single,upper secondary and post-secondary non-tertiary,25
13168,F,87,68000.0,married,tertiary education,16
13169,M,53,41000.0,married,tertiary education,26
13170,M,26,47000.0,single,tertiary education,93
13171,F,62,86000.0,divorced,tertiary education,258
13172,M,38,67000.0,single,upper secondary and post-secondary non-tertiary,76
13173,M,70,57000.0,single,upper secondary and post-secondary non-tertiary,76
13174,M,20,46000.0,single,upper secondary and post-secondary non-tertiary,97
13175,M,67,46000.0,married,tertiary education,25
13176,M,21,67000.0,married,tertiary education,15
13177,F,40,65000.0,single,upper secondary and post-secondary non-tertiary,152
13178,F,88,98000.0,married,tertiary education,105
13179,M,42,62000.0,married,tertiary education,0
13180,F,82,51000.0,married,upper secondary and post-secondary non-tertiary,46
13181,F,84,38000.0,married,tertiary education,0
13182,F,44,49000.0,married,tertiary education,38
13183,M,26,65000.0,single,tertiary education,78
13184,M,28,39000.0,single,tertiary education,48
13185,F,49,74000.0,married,tertiary education,89
13186,M,45,92000.0,married,tertiary education,44
13187,M,55,60000.0,married,tertiary education,72
13188,M,59,48000.0,married,tertiary education,37
13189,M,30,64000.0,married,tertiary education,19
13190,M,35,31000.0,married,tertiary education,0
13191,M,59,96000.0,single,upper secondary and post-secondary non-tertiary,69
13192,F,44,72000.0,divorced,tertiary education,0
13193,M,53,83000.0,married,tertiary education,173
13194,M,26,61000.0,single,tertiary education,0
13195,M,83,75000.0,married,tertiary education,159
13196,F,77,63000.0,married,tertiary education,0
13197,M,81,66000.0,single,upper secondary and post-secondary non-tertiary,67
13198,F,83,96000.0,married,tertiary education,71
13199,F,60,107000.0,married,upper secondary and post-secondary non-tertiary,156
13200,M,60,67000.0,single,upper secondary and post-secondary non-tertiary,56
13201,F,56,50000.0,single,upper secondary and post-secondary non-tertiary,59
13202,M,59,66000.0,married,tertiary education,20
13203,F,57,90000.0,married,upper secondary and post-secondary non-tertiary,91
13204,F,34,48000.0,single,tertiary education,25
13205,F,36,74000.0,single,upper secondary and post-secondary non-tertiary,14
13206,F,62,113000.0,married,tertiary education,88
13207,M,33,47000.0,single,upper secondary and post-secondary non-tertiary,0
13208,M,53,61000.0,divorced,tertiary education,40
13209,M,82,77000.0,divorced,tertiary education,99
13210,M,50,80000.0,separated,tertiary education,0
13211,M,47,41000.0,married,upper secondary and post-secondary non-tertiary,121
13212,M,66,83000.0,single,upper secondary and post-secondary non-tertiary,154
13213,M,27,53000.0,single,tertiary education,123
13214,F,65,71000.0,divorced,tertiary education,60
13215,F,57,64000.0,divorced,tertiary education,55
13216,F,48,97000.0,single,below upper secondary,35
13217,M,56,97000.0,single,upper secondary and post-secondary non-tertiary,0
13218,F,61,72000.0,married,upper secondary and post-secondary non-tertiary,130
13219,F,57,53000.0,married,upper secondary and post-secondary non-tertiary,0
13220,F,37,51000.0,married,tertiary education,4
13221,F,90,80000.0,single,upper secondary and post-secondary non-tertiary,0
13222,F,75,87000.0,divorced,tertiary education,0
13223,M,78,52000.0,single,upper secondary and post-secondary non-tertiary,26
13224,M,38,72000.0,married,tertiary education,9
13225,M,51,54000.0,married,tertiary education,116
13226,F,82,116000.0,single,below upper secondary,232
13227,M,65,47000.0,married,tertiary education,70
13228,F,48,74000.0,single,upper secondary and post-secondary non-tertiary,101
13229,F,77,37000.0,single,below upper secondary,61
13230,M,77,47000.0,married,tertiary education,28
13231,F,91,88000.0,single,below upper secondary,39
13232,M,47,60000.0,divorced,tertiary education,54
13233,M,26,72000.0,single,tertiary education,217
13234,F,68,94000.0,married,tertiary education,0
13235,F,76,62000.0,separated,tertiary education,84
13236,M,54,67000.0,married,tertiary education,88
13237,F,66,78000.0,married,tertiary education,0
13238,M,50,46000.0,married,tertiary education,58
13239,F,32,31000.0,married,tertiary education,0
13240,F,52,50000.0,divorced,tertiary education,87
13241,M,57,33000.0,divorced,tertiary education,19
13242,M,48,57000.0,married,tertiary education,125
13243,M,59,41000.0,divorced,tertiary education,33
13244,M,59,69000.0,married,tertiary education,44
13245,M,46,44000.0,single,upper secondary and post-secondary non-tertiary,15
13246,F,100,96000.0,married,tertiary education,126
13247,F,56,51000.0,married,upper secondary and post-secondary non-tertiary,70
13248,M,24,47000.0,single,upper secondary and post-secondary non-tertiary,21
13249,F,59,56000.0,married,tertiary education,26
13250,F,28,57000.0,married,tertiary education,125
13251,M,49,97000.0,divorced,tertiary education,0
13252,M,78,44000.0,divorced,tertiary education,77
13253,M,49,57000.0,single,upper secondary and post-secondary non-tertiary,50
13254,M,83,100000.0,married,tertiary education,144
13255,F,62,81000.0,married,tertiary education,172
13256,M,85,59000.0,married,tertiary education,49
13257,M,71,72000.0,divorced,tertiary education,25
13258,M,93,67000.0,divorced,tertiary education,26
13259,F,67,38000.0,widowed,tertiary education,74
13260,F,32,53000.0,single,tertiary education,93
13261,M,59,46000.0,single,upper secondary and post-secondary non-tertiary,96
13262,F,34,60000.0,single,upper secondary and post-secondary non-tertiary,117
13263,F,29,54000.0,single,tertiary education,74
13264,F,81,54000.0,single,below upper secondary,40
13265,F,56,74000.0,married,tertiary education,220
13266,F,49,74000.0,married,tertiary education,61
13267,M,49,59000.0,married,tertiary education,208
13268,M,24,70000.0,single,upper secondary and post-secondary non-tertiary,64
13269,F,38,68000.0,married,tertiary education,125
13270,F,64,79000.0,divorced,tertiary education,61
13271,M,72,91000.0,married,upper secondary and post-secondary non-tertiary,0
13272,M,40,39000.0,single,upper secondary and post-secondary non-tertiary,69
13273,M,56,42000.0,separated,tertiary education,34
13274,F,51,56000.0,married,tertiary education,85
13275,F,53,65000.0,married,tertiary education,23
13276,M,67,72000.0,single,upper secondary and post-secondary non-tertiary,108
13277,M,72,93000.0,single,below upper secondary,29
13278,M,69,92000.0,married,tertiary education,145
13279,F,34,46000.0,single,tertiary education,119
13280,M,42,36000.0,single,upper secondary and post-secondary non-tertiary,65
13281,F,20,55000.0,single,tertiary education,15
13282,M,32,37000.0,single,upper secondary and post-secondary non-tertiary,23
13283,M,49,46000.0,married,tertiary education,106
13284,M,80,74000.0,married,tertiary education,36
13285,F,60,36000.0,married,tertiary education,36
13286,M,65,74000.0,married,upper secondary and post-secondary non-tertiary,53
13287,O,68,76000.0,married,tertiary education,32
13288,F,33,72000.0,single,upper secondary and post-secondary non-tertiary,148
13289,M,28,72000.0,single,upper secondary and post-secondary non-tertiary,85
13290,F,59,57000.0,married,tertiary education,58
13291,M,44,48000.0,divorced,tertiary education,61
13292,F,57,96000.0,divorced,tertiary education,185
13293,F,62,70000.0,single,upper secondary and post-secondary non-tertiary,30
13294,M,67,45000.0,divorced,tertiary education,0
13295,F,92,92000.0,single,upper secondary and post-secondary non-tertiary,24
13296,M,52,39000.0,single,below upper secondary,14
13297,M,22,69000.0,single,tertiary education,90
13298,M,73,54000.0,single,upper secondary and post-secondary non-tertiary,128
13299,M,37,63000.0,married,tertiary education,0
13300,F,68,44000.0,single,below upper secondary,36
13301,F,68,79000.0,divorced,tertiary education,55
13302,F,58,104000.0,divorced,tertiary education,373
13303,M,31,43000.0,separated,tertiary education,0
13304,F,20,62000.0,single,tertiary education,26
13305,F,65,89000.0,divorced,tertiary education,76
13306,M,66,53000.0,divorced,tertiary education,15
13307,F,68,74000.0,married,upper secondary and post-secondary non-tertiary,76
13308,F,53,56000.0,single,upper secondary and post-secondary non-tertiary,119
13309,M,36,50000.0,separated,tertiary education,0
13310,F,38,43000.0,married,tertiary education,19
13311,F,83,64000.0,single,upper secondary and post-secondary non-tertiary,48
13312,M,50,74000.0,single,upper secondary and post-secondary non-tertiary,0
13313,M,31,58000.0,single,upper secondary and post-secondary non-tertiary,64
13314,F,97,91000.0,married,upper secondary and post-secondary non-tertiary,68
13315,F,61,99000.0,married,tertiary education,150
13316,O,67,33000.0,married,tertiary education,93
13317,M,63,52000.0,separated,tertiary education,0
13318,M,40,60000.0,single,upper secondary and post-secondary non-tertiary,59
13319,F,63,103000.0,separated,tertiary education,97
13320,M,60,106000.0,married,upper secondary and post-secondary non-tertiary,99
13321,F,57,74000.0,divorced,tertiary education,87
13322,F,60,85000.0,married,tertiary education,1
13323,F,50,75000.0,divorced,tertiary education,98
13324,F,84,72000.0,single,below upper secondary,59
13325,F,68,85000.0,single,below upper secondary,168
13326,M,40,40000.0,single,upper secondary and post-secondary non-tertiary,0
13327,F,46,54000.0,married,upper secondary and post-secondary non-tertiary,57
13328,M,52,54000.0,married,tertiary education,61
13329,M,63,59000.0,divorced,tertiary education,126
13330,F,93,40000.0,married,tertiary education,21
13331,M,67,41000.0,single,upper secondary and post-secondary non-tertiary,107
13332,F,51,34000.0,married,tertiary education,4
13333,F,69,51000.0,divorced,tertiary education,54
13334,M,32,52000.0,single,tertiary education,0
13335,M,56,48000.0,divorced,tertiary education,94
13336,F,63,86000.0,married,tertiary education,106
13337,F,91,40000.0,married,tertiary education,71
13338,F,41,42000.0,separated,tertiary education,12
13339,M,68,72000.0,single,upper secondary and post-secondary non-tertiary,38
13340,F,88,78000.0,married,tertiary education,161
13341,F,50,86000.0,divorced,tertiary education,152
13342,F,58,88000.0,married,tertiary education,179
